"gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","F0hPC1","F0hPC2","F0hPC3","F0hPP1","F0hPP2","F0hPP3"
"ENSMUSG00000070806",5.02140074616173,-0.315014016307705,1.1714691762454,-0.268905083202731,0.788002725176639,0.954281449541088,"Zmynd12","zinc finger, MYND domain containing 12",2,5,5,1,5,11
"ENSMUSG00000070808",18.6331069272753,-0.715702903225752,1.79791032528456,-0.398074861221166,0.69057500424665,0.919913165758229,"Bicra","BRD4 interacting chromatin remodeling complex associated protein",3.63232130662191,4.56099749686814,56.800198424743,0,27.4532300095036,73.644465226077
"ENSMUSG00000070811",2313.77540203909,-0.207253070598602,0.912635685346167,-0.227092884845929,0.820351516600287,0.963506094771175,"Sult2a2","sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2",5912.34871647308,1688.53077793787,3338.26447220706,6723.15533443283,4137.86813099026,360.486324758705
"ENSMUSG00000070814",75.2296218102665,-0.0438696215914861,0.598506569517192,-0.073298479625504,0.941568601530557,0.990481249322216,"Zswim9","zinc finger SWIM-type containing 9",117,94,96.3753362777866,70,58.4271181822752,56.585311451021
"ENSMUSG00000070823",3.0997309749363,0.127079730917697,1.08088255346371,0.117570341486656,0.906408105987962,NA,NA,NA,7,2.06870153771851,3,1,5,3
"ENSMUSG00000070858",0.408775215659024,1.47549704467076,3.27769106807543,0.450163549286886,0.65259251706061,NA,"Nicol1","NELL2 interacting cell ontogeny regulator 1",1,1,0,0,0,0
"ENSMUSG00000070866",1.03221595579797,-1.54741480138231,1.94796102141647,-0.794376676108798,0.426976178247206,NA,"Zfp804a","zinc finger protein 804A",0,1,1,2,1,1
"ENSMUSG00000070867",5.57467366651178,-0.018782584249003,0.72455379352771,-0.025922967234157,0.979318780996927,0.998016634613029,"Trabd2b","TraB domain containing 2B",8,7,5,8,5,4
"ENSMUSG00000070871",102.728088768208,-0.313111780688514,0.218691685771311,-1.43174981519846,0.152215434245884,0.526383363949748,"Ccnyl1","cyclin Y-like 1",96.1975469107594,151.164884176085,52.5560696123112,115.326536636102,96.7794020403895,89.5513153192912
"ENSMUSG00000070873",1.1744637892283,1.31087452799081,2.56874453180302,0.510317204284498,0.609829251603759,NA,"Lilra5","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",6,0,0,2,0,0
"ENSMUSG00000070877",0.56496084024274,0,3.5207696419934,0,1,NA,"Ldlrad1","low density lipoprotein receptor class A domain containing 1",0,0,0,0,0,0
"ENSMUSG00000070880",6.7010331885785,-2.35409386696319,0.860616361781541,-2.73535801955942,0.00623124613401935,0.0750448992891283,"Gad1","glutamate decarboxylase 1",1,6,9,12,11,6
"ENSMUSG00000070883",9.18591086092981,-0.61371791393974,0.772752613372869,-0.794197138021983,0.427080674391052,0.800407656986767,"Cfap210","cilia and flagella associated protein 210",7.36844520366914,3,8.35413774793735,8.15125440259084,9.22105183588918,7.0624608864786
"ENSMUSG00000070891",5.14226549206499,-1.87453595364462,1.07702501643591,-1.74047577822086,0.0817755096153504,0.388662804149757,"Gm12689","predicted gene 12689",4,0,0,3,7,2
"ENSMUSG00000070923",1107.78908001961,0.161568138900796,0.127758909239423,1.2646330487842,0.206002900252404,0.607223923341743,"Klhl9","kelch-like 9",1418.65629008122,1498.25609589234,962.087257357249,1185.49929956895,912.693512487264,793.538944715052
"ENSMUSG00000070934",880.304195076962,0.14242681263451,0.111350502465541,1.27908549562751,0.200866950667733,0.601518983328147,"Rraga","Ras-related GTP binding A",1237,1228,957,956,936,708
"ENSMUSG00000070939",87.8580573573075,0.0286679657575485,0.589006514134485,0.0486717295472948,0.961180905717853,0.993971273461849,"Tgfbrap1","transforming growth factor, beta receptor associated protein 1",48.4459130289883,41.6934773257982,84.8155937032482,48.8129457418746,62.3209083512361,41.5089060980809
"ENSMUSG00000070953",241.397508198383,0.241872969362584,0.219896439845803,1.09994036070885,0.271358107843951,0.676569990857563,"Rabepk","Rab9 effector protein with kelch motifs",336.525990545145,358.710523017338,260.474752373651,233.62931295177,252.548223965727,228.465263980086
"ENSMUSG00000070960",122.962752217779,0.588276948712054,0.520988003014251,1.12915642070162,0.258831853851654,0.664330113059525,"Gm19680","polyamine oxidase (exo-N4-amino) pseudogene",97.7458836416136,170.171336703385,223.8893755795,47.395454875775,159.748614827765,77.6721034547637
"ENSMUSG00000070972",694.814540364703,-0.0247517887573026,0.129335712793779,-0.19137628905922,0.848230795323641,0.971232263678892,"Dnajc25","DnaJ heat shock protein family (Hsp40) member C25",868.805062654307,900.632447112883,576.463590634172,691.128131674172,680.956988893284,602.817442515524
"ENSMUSG00000070985",907.158836675412,0.348016906037519,0.216935341315571,1.60424255415012,0.108660598087217,0.447382604404761,"Acnat1","acyl-coenzyme A amino acid N-acyltransferase 1",1464.08973144632,1782.21700090025,1125.64002813071,1219.32727789332,675.478846418055,825.401512354829
"ENSMUSG00000071014",1346.87339879926,-0.241008244097692,0.108594130692205,-2.21934871213985,0.0264630100018562,0.197606270545478,"Ndufb6","NADH:ubiquinone oxidoreductase subunit B6",1468.88857145244,1514.70675887293,1277.90417134698,1610.64927088022,1458.83184349257,1173.87411540313
"ENSMUSG00000071035",0.444812215281488,-3.81600306164587,5.91614291255152,-0.645015361875378,0.51891723065908,NA,"Gm5499","predicted pseudogene 5499",0,0,0,0,0,5.78990153681153
"ENSMUSG00000071036",1.5778873635935,0.719512824373922,1.86832424339673,0.385111324716208,0.700154937990263,NA,"Gm10309","predicted gene 10309",0,3,1,0,2,0
"ENSMUSG00000071037",8.09651274343732,0.616281881527114,0.969492563998727,0.635674686338207,0.524988478776835,0.853732899502672,"Camkmt","calmodulin-lysine N-methyltransferase",6.39892296245155,19.2122650047242,14.4177657455837,0,12.7450188782515,7.99671338343002
"ENSMUSG00000071041",0.412127706925626,3.21913549394067,5.91839951489257,0.543919937449356,0.586496568490554,NA,"Impdh2-ps","inosine monophosphate dehydrogenase 2, pseudogene",3.52439657887163,0,1.95161419758769,0,0,0
"ENSMUSG00000071042",7.42546090070613,-0.994166328330983,1.0999056248052,-0.903865118888775,0.366066926983302,0.755458728635154,"Rasgrp3","RAS, guanyl releasing protein 3",12.5320582957324,6.74071230275998,0,22,4.00176098069798,6.00876934029913
"ENSMUSG00000071047",10.2165289363401,-0.331635420282086,0.813557632031154,-0.407636050877078,0.683540892942924,0.918381306160141,"Ces1a","carboxylesterase 1A",12.0002110238461,6.17816328380427,2.47467900652395,15.0016361462051,4,2.47066601319352
"ENSMUSG00000071052",1.06218397984554,-3.05084487192611,2.64751083523923,-1.15234462171726,0.2491794875878,NA,"Rpl7a-ps5","ribosomal protein L7A, pseudogene 5",0,0,0,1.72733661897154,2.04899538854929,0
"ENSMUSG00000071054",1139.0808861302,-0.22455945216491,0.193659785221316,-1.15955644538323,0.246229442621869,0.651896032709631,"Safb","scaffold attachment factor B",1255.54051432592,1191.61033452359,925.878800937614,1074.21110878452,1138.02058374059,907.823453041489
"ENSMUSG00000071064",9.3140883092388,0.302683005067188,0.623227406881871,0.485670241271273,0.627200986043558,0.898579553120597,"Zfp827","zinc finger protein 827",10.0510357360086,10.0210742476641,12.1973925603439,13.0297375653708,6.00577343604688,8.23910423533497
"ENSMUSG00000071068",0.493283592980937,1.48888305879752,3.23488008494128,0.460259119257135,0.645330240815697,NA,"Treml2","triggering receptor expressed on myeloid cells-like 2",1,1,0.5,0,0,0
"ENSMUSG00000071072",2138.07507961779,0.0976933763556576,0.107378336499025,0.909805269301643,0.362925215195808,0.754061259579213,"Ptges3","prostaglandin E synthase 3",3394.99809007093,3167,2288,2907,2040,1988
"ENSMUSG00000071074",1738.81609932042,-0.073032038561952,0.0995882270958256,-0.733340081370053,0.463351034557405,0.822995985474005,"Yipf3","Yip1 domain family, member 3",2087.06025878933,2130,1400.05508029774,1733.00839238284,1742.03626171148,1486.58495411849
"ENSMUSG00000071076",1004.90849131817,-0.306718736744108,0.210424340101812,-1.45762004811661,0.144945300525136,0.516831717123441,"Jund","jun D proto-oncogene",1104.5,917,704,982.5,1008,811.5
"ENSMUSG00000071078",186.110698889254,-0.235825423000369,0.233271886449303,-1.01094661079796,0.312041983531154,0.71290361770286,"Nr2c2ap","nuclear receptor 2C2-associated protein",254.047137093908,265.338692809323,159.877501567441,250.702242520079,234.695196292793,176.344349242592
"ENSMUSG00000071102",0.813819324643458,0.578507828688693,2.13140247067228,0.271421205825205,0.786067094092045,NA,"Gm10313","glyceraldehyde-3-phosphate dehydrogenase pseudogene",2.10134966132868,0,0,1.00094743073272,0,0
"ENSMUSG00000071103",13.9315005806216,0.605626730877709,0.491536661177773,1.23210897316706,0.217908379923851,0.623316060386682,"Cfap96","cilia and flagella associated protein 96",24.0408788216246,25.0939225722729,22.0908265364974,17,14.0406851427078,9.03041064885867
"ENSMUSG00000071112",1.17795864395649,-1.92344432434614,2.04881398807077,-0.938808664693524,0.347828989440891,NA,"Spx","spexin hormone",0,0,0,1,1,0
"ENSMUSG00000071113",1.79885236340232,-1.33528376395844,1.53415836986757,-0.870368920304953,0.38409882572555,NA,"Mboat4","membrane bound O-acyltransferase domain containing 4",0,3,0,2,2,2
"ENSMUSG00000071172",1304.98241140071,-0.0397147414947466,0.231771521676524,-0.171352982486672,0.863946222452652,0.975173269532074,"Srsf3","serine and arginine-rich splicing factor 3",1981.82327267658,1966.95310696778,1579.58809036123,1286.51611828758,1831.01823405058,1631.73321543313
"ENSMUSG00000071176",24.2530929586646,-0.568685541415947,0.536156256957748,-1.06067127639762,0.288839317984666,0.692475555382465,"Arhgef10","Rho guanine nucleotide exchange factor 10",39,27,24,19,37,30
"ENSMUSG00000071177",77737.8087031581,-0.276399182170839,0.115974184882819,-2.38328195580865,0.0171590462136554,0.150662580077117,"Serpina1d","serine (or cysteine) peptidase inhibitor, clade A, member 1D",91931.8732398049,87358.1662732859,62730.5558029037,88115.1769001885,83520.9889787005,71963.3495378485
"ENSMUSG00000071178",137225.993545271,-0.354944266606649,0.148464614067805,-2.39076677520304,0.0168132294257001,0.148678418460266,"Serpina1b","serine (or cysteine) preptidase inhibitor, clade A, member 1B",152491.078358167,155936.627335709,103637.448858631,162421.837133104,151491.84014052,123651.74098786
"ENSMUSG00000071179",0.698672400163542,0.750737552901108,2.75095718625276,0.272900485930038,0.784929712975219,NA,"Serpina16","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 16",1,0,0,0,0,0
"ENSMUSG00000071180",233.256690841573,0.202119769994333,0.172489981568929,1.17177686585562,0.241286653035202,0.648733191196653,"Smim15","small integral membrane protein 15",360.236245188502,354.072752139999,272.499203734171,314.47498636106,231.27078890025,177.59780591175
"ENSMUSG00000071185",0.41868784819751,-2.65294487880135,4.23015670257885,-0.627150497092464,0.530560588857921,NA,"Or1i2","olfactory receptor family 1 subfamily I member 1",0,0,0,2,0,1
"ENSMUSG00000071192",9.45714856250424,0.268676124677914,0.722740613907027,0.371746266237193,0.710081774210142,0.928044191484833,"Wfikkn1","WAP, FS, Ig, KU, and NTR-containing protein 1",7,6,5,3,4,5
"ENSMUSG00000071202",0.558208586860848,-2.65769660678666,4.05591966741227,-0.655263620761579,0.512298038922975,NA,"Ccdc78","coiled-coil domain containing 78",0,0,0,2.00404003702509,0,1.00246155335724
"ENSMUSG00000071203",1.51761915828983,-0.652262898696924,1.45104476758528,-0.449512594833564,0.653061924514696,NA,"Naip5","NLR family, apoptosis inhibitory protein 5",1.00901310555383,1.09585110819405,1.00055209742031,1.09213651680102,3.0740795774441,0
"ENSMUSG00000071204",460.787104114561,0.495612740204745,0.157458109362445,3.14758472721095,0.00164625388189371,0.0282147061224865,"Gm10319","predicted pseudogene 10319",701.927732976515,780.859951544951,427.3222208831,417.620744477894,396.826056347183,294.405808257876
"ENSMUSG00000071226",309.092253851845,-0.545487230669513,0.244938917696442,-2.22703372661076,0.0259450198194128,0.195604855949404,"Cecr2","CECR2, histone acetyl-lysine reader",256.001521226079,242.105488824367,145.165461215155,340,205,262
"ENSMUSG00000071229",0.495564602070597,-1.21184597922122,3.70827153170533,-0.326795373224443,0.743822659108509,NA,"Timm8a2","translocase of inner mitochondrial membrane 8A2",0,0,0,0,0,1
"ENSMUSG00000071252",24.7059441173532,0.170413808142327,0.453529511190966,0.375750207951894,0.707102607884458,0.926271448135463,"2210408I21Rik","RIKEN cDNA 2210408I21 gene",14.3749117695681,26.1434939252295,15.826800484432,8.52578106485019,14.1393204137257,17.6728308458115
"ENSMUSG00000071253",1906.08724085743,0.310426280267872,0.132262501330529,2.34704679818587,0.0189228778901713,0.159713398207746,"Slc25a16","solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16",2177.80420594,2231.0037188038,1659,1515,1554,1218
"ENSMUSG00000071256",131.294832426588,0.16758309258884,0.206614420601974,0.811090978551182,0.417313426229514,0.793666093773116,"Zfp213","zinc finger protein 213",167,180,148,143,131,98
"ENSMUSG00000071262",1.17031765025791,1.16511528633116,2.54625731250458,0.457579554355844,0.647254535231731,NA,"Zfp957","zinc finger protein 957",1,0,0,0,0,0
"ENSMUSG00000071266",250.679552580461,0.115434561808371,0.162076192926388,0.712224045519132,0.476326049278014,0.830622308448555,"Zfp946","zinc finger protein 946",299,316,223.517504839663,250,227,176
"ENSMUSG00000071267",204.977871293447,0.119373791720311,0.147161098750774,0.81117763276882,0.417263668545425,0.793666093773116,"Zfp942","zinc finger protein 942",281.48785404444,312.572260766249,228.482495160337,229.50560089727,182,168
"ENSMUSG00000071281",136.879864739079,-0.0502601748147788,0.234972812951946,-0.213897830065377,0.830626732432687,0.966142617598011,"Zfp65","zinc finger protein 65",157.731041684082,179.867221397681,115.374028470944,173.35115377411,125.590498819799,97.3670303430453
"ENSMUSG00000071291",85.8288668343588,-0.218768171441864,0.250693475435763,-0.872652034767138,0.38285276912899,0.768696132235306,"Zfp58","zinc finger protein 58",104,142.165158224647,76,92.2057334741361,82,72
"ENSMUSG00000071303",0.831139731008565,1.1382581018486,1.94106312079859,0.586409627617004,0.557600276039016,NA,"Rps8-ps1","ribosomal protein S8, pseudogene 1",2.48443709619972,1.08179142005023,0,0,1.05727593052297,0
"ENSMUSG00000071317",0.643146757227253,0,2.47425345715445,0,1,NA,"Bves","blood vessel epicardial substance",0,0,0,0,0,0
"ENSMUSG00000071324",3.16377065804067,1.22393456773915,1.12659412244426,1.08640240824593,0.277300996574202,NA,"Armc2","armadillo repeat containing 2",5.13526618355518,2.03214294093845,4.53391906616521,2,3.00351074779746,3.00773955097354
"ENSMUSG00000071335",281.096572351522,0.593362474921075,0.162640122293922,3.64831547438678,0.000263965388581962,0.00647491570815755,"Mfsd4b3-ps","major facilitator superfamily domain containing 4B3, pseudogene",482.443693129838,459.541593402626,331.564276655927,261.116509597786,234.37917733759,207.51388106751
"ENSMUSG00000071337",160.167596535633,0.483717004874125,0.269973843457759,1.79171803712091,0.0731781437605102,0.365452526324943,"Tia1","cytotoxic granule-associated RNA binding protein 1",232.590708233216,229.18379046946,174.087169590595,172.78968151253,137.926175185132,150.890692056752
"ENSMUSG00000071343",6.35877066106474,0.719231561402174,0.910973104908769,0.78952008300421,0.429808096607469,0.801811721114228,"Gm10327","glyceraldehyde-3-phosphate dehydrogenase pseudogene",7.64984199883206,16.7482759089597,19.6812425920714,11.6995003117439,2.56863457573112,8.76204702448988
"ENSMUSG00000071347",5.76191656469432,0.303028003605429,1.04682970881007,0.289472109030876,0.772220120472409,0.949286530408459,"C1qtnf9","C1q and tumor necrosis factor related protein 9",10,3,2,3,7,0
"ENSMUSG00000071350",286.748857429084,0.156896003195639,0.213151531759663,0.736077296280212,0.461683658742386,0.822578679847157,"Setdb2","SET domain, bifurcated 2",220,289,160,195,183,126
"ENSMUSG00000071359",190.503724452683,-0.302346379105891,0.232217208576921,-1.3019981635243,0.192917013397617,0.589817096758959,"Tbpl1","TATA box binding protein-like 1",188,188.978571057143,127.983088165942,174,196.976464004822,129.912210157258
"ENSMUSG00000071362",1.74034820971202,-2.36355411928929,2.16666518658589,-1.09087187716975,0.275329263321216,NA,"Gm10330","predicted gene 10330",1,0.441203575559206,0,4.52339139090401,0,0
"ENSMUSG00000071369",908.313593837927,0.279930596150583,0.186346771885017,1.50220255129136,0.133044806145521,0.492083473349407,"Map3k5","mitogen-activated protein kinase kinase kinase 5",914,835,606,622,568,526
"ENSMUSG00000071379",188.046767794114,-0.389230329483095,0.209905630662617,-1.85431104565607,0.0636946727712962,0.341097326033105,"Hpcal1","hippocalcin-like 1",165.773119814828,183.220924467173,188.573938147216,161.032758298107,240.778665329001,192.718743712483
"ENSMUSG00000071398",8.96877240404166,1.64079671162059,0.827873543308349,1.98194123351694,0.0474858182920545,0.287630848519826,"Cimip5","ciliary microtubule inner protein 5",7.16330247510203,21.090138293951,16.59750374918,1.1151003818602,4.06465251253864,6.63080321998615
"ENSMUSG00000071414",2.0974838531355,1.90343786645601,2.22357517704867,0.856025865958092,0.391983472325291,NA,"Gm6736","predicted gene 6736",7.58470139751,0,4.94227117590297,0,2.5068651767954,0
"ENSMUSG00000071415",4291.80199005042,-0.118663888938379,0.139318791559104,-0.851743599053814,0.394356416357881,0.777721874672435,"Rpl23","ribosomal protein L23",5063.34850965606,4813.11543483467,3348.99268880309,4830.43800250935,4186.25389366218,2964.81023788628
"ENSMUSG00000071424",0.854168996898787,0.161965740953302,2.34792455443447,0.0689825150673604,0.945003537296333,NA,"Grid2","glutamate receptor, ionotropic, delta 2",2,0,0,0,1,1
"ENSMUSG00000071451",85.6667824696376,-0.11019233090942,0.245579717416969,-0.448702898058656,0.653645993772078,0.906609375522006,"Psmg4","proteasome (prosome, macropain) assembly chaperone 4",115,100,99,105,107,66
"ENSMUSG00000071454",512.83212671909,-0.309213797310449,0.144628136532325,-2.13799198914063,0.0325173934141162,0.227417241990549,"Dtnb","dystrobrevin, beta",467.469936984918,490.883942383919,390.360699436465,530.161788680921,485.427757376502,470.644817105093
"ENSMUSG00000071470",0.421443183503297,0,3.73831384285374,0,1,NA,"Ccnb1ip1","cyclin B1 interacting protein 1",0,0,0,0,0,0
"ENSMUSG00000071477",181.529180863737,0.203239490001729,0.263343965517596,0.771764371369844,0.440253997259643,0.807636697749886,"Zfp777","zinc finger protein 777",172,215,133,146,146,111
"ENSMUSG00000071478",1.29335521762709,-2.99242778833309,3.01699938345799,-0.991855618115263,0.32126796180556,NA,"H2ac7","H2A clustered histone 7",0,0,0,2.7736481796467,1.21216202821187,0
"ENSMUSG00000071489",0.520953870984457,-0.733836510696526,2.53484686189489,-0.289499346776301,0.772199279698232,NA,"Ptgdr","prostaglandin D receptor",1.1071770163045,0,1.07064711951472,1.01393609449773,2.01797367405142,0
"ENSMUSG00000071497",254.88348733887,0.213567359335144,0.215927727759162,0.989068710866767,0.322629525016476,0.722436243027136,"Nutf2-ps1","nuclear transport factor 2, pseudogene 1",305.138550165888,394.421595738148,253.268135326832,284.678075521427,186.236548043323,213.203040694703
"ENSMUSG00000071506",1.09268637974842,0.0608314731461577,1.36870153210818,0.0444446592037202,0.964549963901805,NA,"Tmem139","transmembrane protein 139",3,4,2,1,4,2
"ENSMUSG00000071516",0.531496402796905,1.82021270591088,3.99195772900955,0.455969934922757,0.64841159806332,NA,"H2ac13","H2A clustered histone 13",3.43249392996387,1.75900215119344,0,0,0,1.15214153362963
"ENSMUSG00000071528",1631.95054727393,-0.0599445410718507,0.12916775151782,-0.464082871827187,0.642588372809154,0.904153417783137,"Atp5mk","ATP synthase membrane subunit k",2011.02688337586,2010.78606376146,1407.67253403905,1740.15799451852,1653.32113535725,1317.65585889172
"ENSMUSG00000071532",1.34430831718824,0.880151505973906,2.69312511524236,0.326814191064681,0.743808425395117,NA,"Gm10335","ribosomal protein L23A pseudogene",0,6.67067879652841,4.41570856930982,0,4.56098177471888,0
"ENSMUSG00000071533",1686.03146270528,-0.0458146846210509,0.0756346055364915,-0.605737073606429,0.544689361382936,0.860546830945594,"Pcnp","PEST proteolytic signal containing nuclear protein",2206.21759457443,2114.56965390469,1533.06380170995,1922.93165129614,1654.43648346496,1352.46135564251
"ENSMUSG00000071537",3.06580373540969,-1.89045786021582,1.60668850806978,-1.17661752774155,0.239348198637518,NA,"Klrg2","killer cell lectin-like receptor subfamily G, member 2",0,2.09346493091557,4,7,3,10
"ENSMUSG00000071550",0.956170048558886,0.395566684585757,2.97648532488723,0.132897240002601,0.894274649701893,NA,"Cfap44","cilia and flagella associated protein 44",0,0,2,0,1,0
"ENSMUSG00000071551",2859.476829924,-0.34430877364938,0.148962540177941,-2.31137823803281,0.0208119719068857,0.17016847617983,"Akr1c19","aldo-keto reductase family 1, member C19",2686.69784956622,2628.77525777506,1714,2964.86505109188,2307.27091818274,2067
"ENSMUSG00000071552",9.79002460154448,-0.169930606746407,0.810839243307328,-0.209573732585115,0.834000382708927,0.96705779517448,"Tigit","T cell immunoreceptor with Ig and ITIM domains",5.91048211361631,5.45269301840859,13.5484510845594,6.98471723204024,11.2467637059234,6.68508800147862
"ENSMUSG00000071553",1.82571474180081,-3.4701556916233,2.01285901643891,-1.72399341597336,0.084709031758939,NA,"Cpa2","carboxypeptidase A2, pancreatic",0,3,0,6,1,1
"ENSMUSG00000071567",6.20547550142027,-0.831960838903162,0.716745799531991,-1.16074742181454,0.245744630618705,0.651896032709631,NA,NA,3.43183625130638,12.0039555925247,7.07657514047701,11.6480968489093,11.5851692864653,8.9088414603327
"ENSMUSG00000071573",13.8097320622249,0.140014826671556,0.577992843396121,0.242243183927449,0.808591735361227,0.959620001298274,"Rnls","renalase, FAD-dependent amine oxidase",10,18,13,15,3,13
"ENSMUSG00000071584",1.52516472747105,-2.06075139634852,2.71486004531505,-0.759063584108027,0.447814521757472,NA,NA,NA,0,0.0561724873776971,0,0.569001122865152,1.46243858161696,0.485011113984047
"ENSMUSG00000071604",1.95459228944212,0.0582298100316917,1.28162148645172,0.0454344833066944,0.963760995653038,NA,"Entrep1","endosomal transmembrane epsin interactor 1",2,1,3,2,1.18735736078983,2
"ENSMUSG00000071632",127.433156553334,0.215757999845569,0.279641690207277,0.771551622669867,0.440380036371617,0.807756866713795,"2510002D24Rik","RIKEN cDNA 2510002D24 gene",138.937695769888,138.716630236093,111.630915595666,101.912540377105,101.52986775869,85.7958415061672
"ENSMUSG00000071633",1501.43349527742,0.503053939502637,0.436825016906143,1.15161430786535,0.249479599272241,0.654758467325979,"Gm4952","predicted gene 4952",2570,1386,835,1817,677,335
"ENSMUSG00000071637",123.354008705848,-0.409137646204699,0.41659434831699,-0.982100808274488,0.326050187327294,0.725281755533924,"Cebpd","CCAAT/enhancer binding protein delta",28.1219716988338,31.6174088987154,29.5022584464924,43.4613235247201,33.3555261624928,25.5483024743043
"ENSMUSG00000071644",3976.96210773877,-0.0541887238495556,0.0739572733237997,-0.732703105647319,0.463739529384336,0.82332893561796,"Eef1g","eukaryotic translation elongation factor 1 gamma",4845.84368265414,5185.85503254848,3796.66152806115,4358,4021.99491493127,3475.90253480706
"ENSMUSG00000071645",291.120889321606,-0.00843444357510357,0.164364955957014,-0.0513153398544968,0.959074244772517,0.993838611582116,"Tut1","terminal uridylyl transferase 1, U6 snRNA-specific",349.348999092363,355.099740979657,250.643153626858,242.125192310902,308.640721753236,244.863899862605
"ENSMUSG00000071646",1000.45560197413,0.132683649962028,0.105984124804756,1.25192004185964,0.21059900099547,0.613990183369796,"Mta2","metastasis-associated gene family, member 2",1320,1312.03520228612,1020,1007,962,897
"ENSMUSG00000071647",317.365491412368,-0.17738593503387,0.195879631502239,-0.905586424037366,0.365154797138564,0.755277480797359,"Eml3","echinoderm microtubule associated protein like 3",333.915647679995,344.833902287317,204.710068926212,336.887581671931,295.887113569377,199.307568680303
"ENSMUSG00000071648",95.1289832797122,-0.263284950668357,0.225201537349412,-1.16910814094424,0.242360064355932,0.649017198227082,"Rom1","rod outer segment membrane protein 1",85,104,98,136,89,70
"ENSMUSG00000071649",508.912975284308,-0.425167553226806,0.182201128073567,-2.3335067006563,0.0196215670586302,0.163134075283714,"B3gat3","beta-1,3-glucuronyltransferase 3",494.583314773833,414.028667027483,331.130650231396,603.518977203041,458.464623873354,341.106742090564
"ENSMUSG00000071650",1998.70343411856,-0.297395867908487,0.126440386879851,-2.35206388755426,0.0186695680330193,0.158376805996573,"Ganab","alpha glucosidase 2 alpha neutral subunit",2598.07494624819,2613.94817326046,2212.84689449186,2283.37901222668,2708.86529502165,2621.81736058393
"ENSMUSG00000071652",279.009332140099,-0.00839097871206366,0.12684574796753,-0.066151044449764,0.947257572219835,0.990856503405061,"Ints5","integrator complex subunit 5",366,383,280,297.284629560674,308,258
"ENSMUSG00000071653",278.706388610609,0.250499347444317,0.165714120497182,1.5116355002987,0.130626615344751,0.487848182244711,"1810009A15Rik","RIKEN cDNA 1810009A15 gene",463.920564008199,433.608243119544,349.472656110664,325.911748541592,256.000860984178,291.203465614758
"ENSMUSG00000071654",333.983401025398,0.137318266089899,0.16720644995382,0.821249814991135,0.411503986899302,0.789750172260686,"Uqcc3","ubiquinol-cytochrome c reductase complex assembly factor 3",452,397,303,366,289,222
"ENSMUSG00000071655",1206.80425545239,-0.0843673271903629,0.158703362012129,-0.531603906311168,0.595000358698359,0.885176825891289,"Ubxn1","UBX domain protein 1",1306.04342012066,1143.51457450887,765.498291151251,1287.32730942201,967.957465672143,603.589501131487
"ENSMUSG00000071656",1.10439397272959,-3.10322268068954,5.79903740011513,-0.535127205875225,0.592561898446605,NA,"Lrrn4cl","LRRN4 C-terminal like",0,0,0,0,3.95796953084138,0
"ENSMUSG00000071657",827.624893550166,0.194451391538476,0.131133502487643,1.48285059004505,0.138114111471222,0.503412920915594,"Bscl2","BSCL2 lipid droplet biogenesis associated, seipin",991.552524882368,887.920205171853,784.305735406109,642.696820804041,622.243135620119,675.287913903854
"ENSMUSG00000071658",3.02059829186985,-1.01808138020118,1.09440842852776,-0.930257254661992,0.352237903969038,NA,"Gng3","guanine nucleotide binding protein (G protein), gamma 3",3.06461560290612,3.17953366375131,2.15364504604485,9.98417627844529,3.14693439329575,1.1553943802232
"ENSMUSG00000071659",2795.03937724028,0.0518330618088146,0.0950280921117391,0.545449883891877,0.585444139851705,0.881535387291938,"Hnrnpul2","heterogeneous nuclear ribonucleoprotein U-like 2",4059.52284068178,3753.85089697019,2792.91312930048,3355.26648771297,2814.35862161792,2396.33104033691
"ENSMUSG00000071660",388.348589211399,-0.0275726785329387,0.144845742967978,-0.19035891540861,0.849027889725528,0.971424974967098,"Ttc9c","tetratricopeptide repeat domain 9C",496.523613432348,526.487720808136,377.6371471465,431.049123772898,305.805553271657,359.86266975566
"ENSMUSG00000071661",1.81663821040226,1.19864885085217,1.370616962031,0.874532334019851,0.381828419501642,NA,"Zbtb3","zinc finger and BTB domain containing 3",5,5,1,4,0,0
"ENSMUSG00000071662",207.510736874491,0.0695265867104065,0.164657656055408,0.422249340698805,0.672843030630897,0.913445504576598,"Polr2g","polymerase (RNA) II (DNA directed) polypeptide G",282.476353661923,272.676731378591,186.172235479172,263.042244316208,174.961766786228,151.747713863056
"ENSMUSG00000071669",58.763127136026,-0.268446525906897,0.346998789428458,-0.773623811048606,0.43915328695338,0.807447526840271,"Snx29","sorting nexin 29",67,66,50,47,57,40
"ENSMUSG00000071679",4.9751253787005,-0.609871429986495,0.770302040125537,-0.791730254131358,0.428517977638548,0.800600308541827,"Rtl4","retrotransposon Gag like 4",11,4,0,5,5,8
"ENSMUSG00000071691",2.56053611125196,-0.278030803957586,1.46955786911384,-0.189193504931685,0.849941158051722,NA,"Top6bl","TOP6B like initiator of meiotic double strand breaks",4.24459071574414,2.52096233252923,1,3,4.80047797113526,0
