From,To
Q6PDG5,ENSMUSG00000025369.16
Q6PDI5,ENSMUSG00000050812.19
Q6PDL0,ENSMUSG00000035770.9
Q6PDM2,ENSMUSG00000018379.18
Q6PDN3,ENSMUSG00000022836.12
Q6PDQ2,ENSMUSG00000063870.13
Q6PDY2,ENSMUSG00000057134.8
Q6PE01,ENSMUSG00000074088.7
Q6PE15,ENSMUSG00000033157.18
Q6PE54,ENSMUSG00000018425.19
Q6PEB4,ENSMUSG00000026096.15
Q6PEB6,ENSMUSG00000025979.14
Q6PEM6,ENSMUSG00000001700.11
Q6PER3,ENSMUSG00000029166.15
Q6PEV3,ENSMUSG00000038013.15
Q6PF93,ENSMUSG00000033628.16
Q6PGB6,ENSMUSG00000022698.18
Q6PGC1,ENSMUSG00000042426.7
Q6PGD0,ENSMUSG00000013622.16
Q6PGF3,ENSMUSG00000013833.16
Q6PGF7,ENSMUSG00000074030.4
Q6PGG6,ENSMUSG00000025266.12
Q6PGH1,ENSMUSG00000038722.18
Q6PGH2,ENSMUSG00000024165.10
Q6PGL7,ENSMUSG00000024104.12
Q6PHN9,ENSMUSG00000029518.16
Q6PHQ8,ENSMUSG00000021555.16
Q6PHU5,ENSMUSG00000068747.15
Q6PIJ4,ENSMUSG00000042185.15
Q6PIP5,ENSMUSG00000038736.11
Q6PJN8,ENSMUSG00000019039.15
Q6PNC0,ENSMUSG00000037416.14
Q6PR54,ENSMUSG00000036202.17
Q6Q899,ENSMUSG00000040296.16
Q6QD59,ENSMUSG00000024191.16
Q6QI06,ENSMUSG00000050310.10
Q6RHR9,ENSMUSG00000045095.17
Q6RI63,ENSMUSG00000014763.9
Q6RUT7,ENSMUSG00000067722.5
Q6SKR2,ENSMUSG00000044442.12
Q6TCG2,ENSMUSG00000064225.7
Q6TEK5,ENSMUSG00000066735.9
Q6URW6,ENSMUSG00000030739.20
Q6VN19,ENSMUSG00000037415.8
Q6VNB8,ENSMUSG00000043940.16
Q6VVW5,ENSMUSG00000028469.16
Q6W8Q3,ENSMUSG00000038370.7
Q6WKZ7,ENSMUSG00000034738.9
Q6WKZ8,ENSMUSG00000023977.16
Q6X893,ENSMUSG00000028412.18
Q6XVG2,ENSMUSG00000067225.3
Q6Y7W8,ENSMUSG00000048000.16
Q6ZPE2,ENSMUSG00000036529.18
Q6ZPF3,ENSMUSG00000023800.16
Q6ZPJ0,ENSMUSG00000040548.17
Q6ZPJ3,ENSMUSG00000020802.9
Q6ZPQ6,ENSMUSG00000029406.16
Q6ZPR5,ENSMUSG00000005899.15
Q6ZPR6,ENSMUSG00000035941.16
Q6ZPS6,ENSMUSG00000040351.12
Q6ZPT1,ENSMUSG00000070923.5
Q6ZPV2,ENSMUSG00000034154.16
Q6ZPY2,ENSMUSG00000001415.11
Q6ZPZ3,ENSMUSG00000059273.11
Q6ZQ08,ENSMUSG00000036550.17
Q6ZQ38,ENSMUSG00000020114.13
Q6ZQ58,ENSMUSG00000037331.16
Q6ZQ88,ENSMUSG00000036940.16
Q6ZQ89,ENSMUSG00000039100.11
Q6ZQ93,ENSMUSG00000056342.17
Q6ZQA0,ENSMUSG00000056724.16
Q6ZQB6,ENSMUSG00000040648.16
Q6ZQH8,ENSMUSG00000052533.15
Q6ZQI3,ENSMUSG00000048578.12
Q6ZQK5,ENSMUSG00000049076.13
Q6ZQL4,ENSMUSG00000041057.11
Q6ZWM4,ENSMUSG00000044155.12
Q6ZWN5,ENSMUSG00000006333.15
Q6ZWQ0,ENSMUSG00000063450.15
Q6ZWQ7,ENSMUSG00000054408.10
Q6ZWR6,ENSMUSG00000096054.4
Q6ZWU9,ENSMUSG00000050621.8
Q6ZWU9,ENSMUSG00000090733.7
Q6ZWV3,ENSMUSG00000008682.14
Q6ZWV3,ENSMUSG00000058443.6
Q6ZWV7,ENSMUSG00000062997.7
Q6ZWV7,ENSMUSG00000078193.3
Q6ZWX6,ENSMUSG00000021116.11
Q6ZWY3,ENSMUSG00000036781.14
Q6ZWZ2,ENSMUSG00000036241.4
Q711T7,ENSMUSG00000031090.15
Q71FD5,ENSMUSG00000058446.15
Q71KT5,ENSMUSG00000024799.17
Q71RI9,ENSMUSG00000040213.14
Q75N73,ENSMUSG00000022094.16
Q76KJ5,ENSMUSG00000047649.10
Q76LS9,ENSMUSG00000038712.17
Q76M72,ENSMUSG00000067656.14
Q76MZ3,ENSMUSG00000007564.16
Q78HU3,ENSMUSG00000031813.9
Q78IK2,ENSMUSG00000071528.5
Q78IK4,ENSMUSG00000025525.13
Q78IQ7,ENSMUSG00000063354.8
Q78IS1,ENSMUSG00000032353.10
Q78J03,ENSMUSG00000023094.15
Q78JE5,ENSMUSG00000032309.16
Q78JN3,ENSMUSG00000021416.12
Q78JT3,ENSMUSG00000000673.10
Q78JW9,ENSMUSG00000030870.13
Q78PG9,ENSMUSG00000022035.7
Q78PY7,ENSMUSG00000001424.15
Q78RX3,ENSMUSG00000042380.9
Q78WZ7,ENSMUSG00000020561.9
Q78XF5,ENSMUSG00000041084.9
Q78YY6,ENSMUSG00000022013.5
Q78ZA7,ENSMUSG00000059119.10
Q791N7,ENSMUSG00000036315.14
Q791T5,ENSMUSG00000024012.19
Q791V5,ENSMUSG00000027282.18
Q7JJ13,ENSMUSG00000024335.21
Q7M6Y3,ENSMUSG00000039361.12
Q7SIG6,ENSMUSG00000052632.17
Q7TMB8,ENSMUSG00000030447.16
Q7TMC8,ENSMUSG00000033703.10
Q7TMF3,ENSMUSG00000020022.18
Q7TMI3,ENSMUSG00000024817.14
Q7TMK6,ENSMUSG00000052566.9
Q7TMK9,ENSMUSG00000032423.14
Q7TMM8,ENSMUSG00000032392.12
Q7TMM9,ENSMUSG00000058672.8
Q7TMQ7,ENSMUSG00000058486.12
Q7TMR0,ENSMUSG00000061119.8
Q7TMV3,ENSMUSG00000079043.4
Q7TMW6,ENSMUSG00000002280.12
Q7TMY4,ENSMUSG00000053453.10
Q7TMY7,ENSMUSG00000040029.16
Q7TMY8,ENSMUSG00000025261.19
Q7TN12,ENSMUSG00000041605.17
Q7TN29,ENSMUSG00000032870.9
Q7TN98,ENSMUSG00000020300.15
Q7TNC4,ENSMUSG00000029823.17
Q7TNE1,ENSMUSG00000055137.8
Q7TNG5,ENSMUSG00000040811.16
Q7TNG8,ENSMUSG00000031958.17
Q7TNP2,ENSMUSG00000032058.15
Q7TNS2,ENSMUSG00000050608.12
Q7TNV0,ENSMUSG00000021377.16
Q7TPD0,ENSMUSG00000027933.12
Q7TPD1,ENSMUSG00000005371.16
Q7TPD2,ENSMUSG00000047221.6
Q7TPE5,ENSMUSG00000033106.7
Q7TPM1,ENSMUSG00000039262.17
Q7TPM9,ENSMUSG00000030522.15
Q7TPR4,ENSMUSG00000015143.16
Q7TPV4,ENSMUSG00000040463.17
Q7TQ95,ENSMUSG00000009207.16
Q7TQD2,ENSMUSG00000021573.16
Q7TQE6,ENSMUSG00000028826.15
Q7TQG1,ENSMUSG00000041757.18
Q7TQH0,ENSMUSG00000032637.16
Q7TQI3,ENSMUSG00000024767.12
Q7TQI7,ENSMUSG00000032724.6
Q7TQK4,ENSMUSG00000028322.12
Q7TQK5,ENSMUSG00000026339.19
Q7TSC1,ENSMUSG00000024393.15
Q7TSE6,ENSMUSG00000001630.14
Q7TSG2,ENSMUSG00000033323.15
Q7TSH2,ENSMUSG00000036879.17
Q7TSH3,ENSMUSG00000058881.14
Q7TSH6,ENSMUSG00000022983.17
Q7TSI3,ENSMUSG00000052296.8
Q7TSQ8,ENSMUSG00000033624.11
Q7TSS2,ENSMUSG00000042572.13
Q7TSV4,ENSMUSG00000029171.13
Q7TSZ8,ENSMUSG00000001910.6
Q7TT18,ENSMUSG00000030213.13
Q7TT37,ENSMUSG00000028431.12
Q7TT50,ENSMUSG00000021279.6
Q80SU7,ENSMUSG00000078606.9
Q80SW1,ENSMUSG00000027893.15
Q80SY4,ENSMUSG00000024294.16
Q80SY5,ENSMUSG00000027881.15
Q80T85,ENSMUSG00000049106.8
Q80TA1,ENSMUSG00000075703.17
Q80TA6,ENSMUSG00000039458.16
Q80TA9,ENSMUSG00000039840.9
Q80TE0,ENSMUSG00000034032.16
Q80TH2,ENSMUSG00000021709.15
Q80TL7,ENSMUSG00000034602.16
Q80TM9,ENSMUSG00000021910.16
Q80TN4,ENSMUSG00000040697.11
Q80TN5,ENSMUSG00000035798.15
Q80TR8,ENSMUSG00000040325.17
Q80TY5,ENSMUSG00000037646.11
Q80U30,ENSMUSG00000068663.15
Q80U38,ENSMUSG00000047153.5
Q80U44,ENSMUSG00000021706.15
Q80U49,ENSMUSG00000072825.13
Q80U56,ENSMUSG00000029787.11
Q80U58,ENSMUSG00000020594.15
Q80U63,ENSMUSG00000029020.14
Q80U70,ENSMUSG00000017548.16
Q80U72,ENSMUSG00000022568.18
Q80U78,ENSMUSG00000028580.16
Q80U87,ENSMUSG00000027363.16
Q80U93,ENSMUSG00000001855.16
Q80U95,ENSMUSG00000039000.9
Q80UG1,ENSMUSG00000044788.11
Q80UG5,ENSMUSG00000059248.14
Q80UJ7,ENSMUSG00000036104.13
Q80UK8,ENSMUSG00000018068.14
Q80UM7,ENSMUSG00000030036.9
Q80UN9,ENSMUSG00000028653.17
Q80UP8,ENSMUSG00000037656.10
Q80UU9,ENSMUSG00000049940.8
Q80UV9,ENSMUSG00000031314.20
Q80UW8,ENSMUSG00000004667.19
Q80UY1,ENSMUSG00000024726.11
Q80UY2,ENSMUSG00000055239.11
Q80V26,ENSMUSG00000066324.3
Q80V91,ENSMUSG00000040415.16
Q80V94,ENSMUSG00000001998.16
Q80VC9,ENSMUSG00000044433.17
Q80VD1,ENSMUSG00000027349.6
Q80VJ3,ENSMUSG00000040658.8
Q80VL1,ENSMUSG00000041912.13
Q80VP1,ENSMUSG00000035203.17
Q80VP5,ENSMUSG00000047635.7
Q80VY9,ENSMUSG00000040620.16
Q80W00,ENSMUSG00000039220.17
Q80W21,ENSMUSG00000004035.13
Q80W22,ENSMUSG00000054474.16
Q80W47,ENSMUSG00000029578.16
Q80W54,ENSMUSG00000043207.11
Q80W65,ENSMUSG00000044254.7
Q80WC7,ENSMUSG00000029722.16
Q80WG5,ENSMUSG00000007476.19
Q80WG5,ENSMUSG00000099041.2
Q80WJ7,ENSMUSG00000022255.17
Q80WQ2,ENSMUSG00000010936.12
Q80WT5,ENSMUSG00000049659.16
Q80WW9,ENSMUSG00000068290.12
Q80X41,ENSMUSG00000021115.16
Q80X50,ENSMUSG00000042520.17
Q80X71,ENSMUSG00000029571.15
Q80X73,ENSMUSG00000042275.10
Q80X80,ENSMUSG00000032120.12
Q80X82,ENSMUSG00000023118.16
Q80X85,ENSMUSG00000046756.11
Q80X90,ENSMUSG00000025278.10
Q80X95,ENSMUSG00000070934.7
Q80XA6,ENSMUSG00000040855.16
Q80XC2,ENSMUSG00000060950.13
Q80XC3,ENSMUSG00000039046.16
Q80XD1,ENSMUSG00000004633.18
Q80XH1,ENSMUSG00000055553.17
Q80XI4,ENSMUSG00000018547.9
Q80XN0,ENSMUSG00000046598.16
Q80XQ2,ENSMUSG00000023923.11
Q80XR2,ENSMUSG00000032570.18
Q80XU3,ENSMUSG00000026434.13
Q80Y14,ENSMUSG00000021102.5
Q80Y44,ENSMUSG00000053289.9
Q80Y55,ENSMUSG00000040859.15
Q80Y56,ENSMUSG00000014550.15
Q80Y81,ENSMUSG00000020549.15
Q80YC5,ENSMUSG00000021492.16
Q80YD1,ENSMUSG00000020079.16
Q80YE7,ENSMUSG00000021559.15
Q80YQ2,ENSMUSG00000019984.17
Q80YQ8,ENSMUSG00000002222.15
Q80YR4,ENSMUSG00000041130.11
Q80YR5,ENSMUSG00000042625.17
Q80YR9,ENSMUSG00000046667.15
Q80YT7,ENSMUSG00000038170.16
Q80YV2,ENSMUSG00000039130.19
Q80YV4,ENSMUSG00000029056.14
Q80ZE4,ENSMUSG00000037348.16
Q80ZJ1,ENSMUSG00000051615.15
Q80ZJ6,ENSMUSG00000039686.15
Q80ZK9,ENSMUSG00000037622.15
Q80ZM3,ENSMUSG00000039958.18
Q80ZM8,ENSMUSG00000027357.17
Q80ZQ9,ENSMUSG00000038827.12
Q80ZS3,ENSMUSG00000037740.9
Q80ZU0,ENSMUSG00000036093.8
Q810A7,ENSMUSG00000020705.7
Q810B6,ENSMUSG00000020790.15
Q810D6,ENSMUSG00000053801.19
Q810J8,ENSMUSG00000042628.9
Q810U5,ENSMUSG00000038127.16
Q810V0,ENSMUSG00000030521.12
Q811D0,ENSMUSG00000022770.18
Q811I0,ENSMUSG00000028710.19
Q811J3,ENSMUSG00000032293.9
Q811S7,ENSMUSG00000009741.17
Q811U4,ENSMUSG00000027668.14
Q8BFP9,ENSMUSG00000006494.12
Q8BFQ4,ENSMUSG00000020257.14
Q8BFQ8,ENSMUSG00000051007.16
Q8BFR4,ENSMUSG00000034707.8
Q8BFR5,ENSMUSG00000073838.11
Q8BFR6,ENSMUSG00000039795.15
Q8BFS6,ENSMUSG00000065979.13
Q8BFU3,ENSMUSG00000042790.17
Q8BFV2,ENSMUSG00000038542.15
Q8BFW4,ENSMUSG00000054517.10
Q8BFW7,ENSMUSG00000033306.16
Q8BFY6,ENSMUSG00000028779.17
Q8BFY9,ENSMUSG00000009470.18
Q8BFZ3,ENSMUSG00000055194.4
Q8BFZ9,ENSMUSG00000031483.9
Q8BG05,ENSMUSG00000059005.14
Q8BG07,ENSMUSG00000052160.8
Q8BG30,ENSMUSG00000029111.8
Q8BG32,ENSMUSG00000017428.17
Q8BG51,ENSMUSG00000017686.18
Q8BG60,ENSMUSG00000038393.15
Q8BG67,ENSMUSG00000015002.19
Q8BG73,ENSMUSG00000032261.17
Q8BG79,ENSMUSG00000025898.7
Q8BG81,ENSMUSG00000041815.15
Q8BGA5,ENSMUSG00000063334.17
Q8BGA7,ENSMUSG00000039244.11
Q8BGA8,ENSMUSG00000030972.7
Q8BGA9,ENSMUSG00000000959.8
Q8BGB2,ENSMUSG00000036918.17
Q8BGB7,ENSMUSG00000029326.14
Q8BGB8,ENSMUSG00000026798.11
Q8BGC0,ENSMUSG00000067873.12
Q8BGC3,ENSMUSG00000009378.5
Q8BGC4,ENSMUSG00000049090.4
Q8BGD6,ENSMUSG00000047789.6
Q8BGD8,ENSMUSG00000051671.8
Q8BGD9,ENSMUSG00000058655.10
Q8BGE7,ENSMUSG00000072244.12
Q8BGF3,ENSMUSG00000078970.6
Q8BGF6,ENSMUSG00000035151.13
Q8BGF9,ENSMUSG00000050144.14
Q8BGG9,ENSMUSG00000060317.10
Q8BGH2,ENSMUSG00000022437.8
Q8BGI3,ENSMUSG00000045294.12
Q8BGI5,ENSMUSG00000067825.12
Q8BGP6,ENSMUSG00000054099.12
Q8BGQ4,ENSMUSG00000034126.6
Q8BGQ7,ENSMUSG00000031960.15
Q8BGR2,ENSMUSG00000046079.17
Q8BGR6,ENSMUSG00000042348.11
Q8BGR9,ENSMUSG00000041231.16
Q8BGS0,ENSMUSG00000031578.6
Q8BGS1,ENSMUSG00000026383.15
Q8BGS2,ENSMUSG00000047721.9
Q8BGS7,ENSMUSG00000040774.16
Q8BGT0,ENSMUSG00000038280.13
Q8BGT5,ENSMUSG00000031700.12
Q8BGU5,ENSMUSG00000024286.9
Q8BGV0,ENSMUSG00000018995.13
Q8BGV8,ENSMUSG00000022412.15
Q8BGW1,ENSMUSG00000055932.16
Q8BGX0,ENSMUSG00000021712.16
Q8BGX2,ENSMUSG00000048429.11
Q8BGY7,ENSMUSG00000038121.7
Q8BH00,ENSMUSG00000037542.14
Q8BH04,ENSMUSG00000040618.8
Q8BH15,ENSMUSG00000056167.9
Q8BH24,ENSMUSG00000068040.11
Q8BH35,ENSMUSG00000029656.14
Q8BH43,ENSMUSG00000028868.14
Q8BH47,ENSMUSG00000034473.15
Q8BH48,ENSMUSG00000028437.15
Q8BH55,ENSMUSG00000048550.18
Q8BH57,ENSMUSG00000032512.8
Q8BH58,ENSMUSG00000040843.11
Q8BH59,ENSMUSG00000027010.17
Q8BH60,ENSMUSG00000019861.16
Q8BH65,ENSMUSG00000040818.11
Q8BH66,ENSMUSG00000021066.10
Q8BH69,ENSMUSG00000026662.14
Q8BH70,ENSMUSG00000040410.15
Q8BH73,ENSMUSG00000030407.3
Q8BH74,ENSMUSG00000052798.15
Q8BH79,ENSMUSG00000037949.9
Q8BH86,ENSMUSG00000021185.17
Q8BH95,ENSMUSG00000025465.14
Q8BHA3,ENSMUSG00000020956.15
Q8BHB4,ENSMUSG00000033285.16
Q8BHC4,ENSMUSG00000020935.9
Q8BHC7,ENSMUSG00000026142.16
Q8BHD7,ENSMUSG00000028382.16
Q8BHD8,ENSMUSG00000027589.15
Q8BHE8,ENSMUSG00000025971.7
Q8BHF7,ENSMUSG00000017715.12
Q8BHG1,ENSMUSG00000053510.13
Q8BHG2,ENSMUSG00000028608.16
Q8BHH1,ENSMUSG00000042797.10
Q8BHI7,ENSMUSG00000032349.14
Q8BHJ5,ENSMUSG00000027630.14
Q8BHJ9,ENSMUSG00000020409.11
Q8BHL8,ENSMUSG00000032869.16
Q8BHN0,ENSMUSG00000027784.11
Q8BHN1,ENSMUSG00000038344.15
Q8BHN3,ENSMUSG00000071650.7
Q8BHS3,ENSMUSG00000024604.8
Q8BHS6,ENSMUSG00000049047.12
Q8BHY2,ENSMUSG00000033294.12
Q8BHY8,ENSMUSG00000032422.19
Q8BHZ4,ENSMUSG00000005621.12
Q8BI08,ENSMUSG00000024479.4
Q8BI72,ENSMUSG00000038069.7
Q8BIF0,ENSMUSG00000035776.15
Q8BIG7,ENSMUSG00000021773.12
Q8BIJ6,ENSMUSG00000026618.12
Q8BIJ7,ENSMUSG00000020375.10
Q8BIL5,ENSMUSG00000028572.14
Q8BIP0,ENSMUSG00000026709.11
Q8BIQ5,ENSMUSG00000031256.12
Q8BIS8,ENSMUSG00000050786.9
Q8BIW1,ENSMUSG00000015711.9
Q8BIX3,ENSMUSG00000027122.16
Q8BIZ6,ENSMUSG00000050213.7
Q8BJ03,ENSMUSG00000040018.10
Q8BJ05,ENSMUSG00000021012.17
Q8BJ34,ENSMUSG00000060657.9
Q8BJ48,ENSMUSG00000023143.11
Q8BJ64,ENSMUSG00000015970.20
Q8BJ71,ENSMUSG00000032939.15
Q8BJ90,ENSMUSG00000054716.5
Q8BJL1,ENSMUSG00000047648.14
Q8BJM5,ENSMUSG00000024069.15
Q8BJM7,ENSMUSG00000056310.15
Q8BJS4,ENSMUSG00000042524.15
Q8BJT9,ENSMUSG00000038312.11
Q8BJU0,ENSMUSG00000004937.7
Q8BJU2,ENSMUSG00000030352.16
Q8BJU9,ENSMUSG00000019774.9
Q8BJW5,ENSMUSG00000018433.15
Q8BJW6,ENSMUSG00000027810.15
Q8BJY1,ENSMUSG00000026869.13
Q8BK03,ENSMUSG00000026858.19
Q8BK08,ENSMUSG00000043284.13
Q8BK30,ENSMUSG00000024038.18
Q8BK35,ENSMUSG00000041560.13
Q8BK48,ENSMUSG00000031886.15
Q8BK63,ENSMUSG00000024576.15
Q8BK64,ENSMUSG00000021037.8
Q8BK67,ENSMUSG00000040945.14
Q8BK72,ENSMUSG00000041632.8
Q8BKC5,ENSMUSG00000030662.11
Q8BKC8,ENSMUSG00000038861.15
Q8BKE6,ENSMUSG00000049439.14
Q8BKF1,ENSMUSG00000020329.13
Q8BKH7,ENSMUSG00000038696.15
Q8BKI2,ENSMUSG00000047888.11
Q8BKJ9,ENSMUSG00000025138.15
Q8BKR5,ENSMUSG00000051403.10
Q8BKS9,ENSMUSG00000041360.9
Q8BKU8,ENSMUSG00000014353.16
Q8BKX1,ENSMUSG00000025372.17
Q8BKX6,ENSMUSG00000030655.16
Q8BKY8,ENSMUSG00000049038.4
Q8BKZ9,ENSMUSG00000010914.11
Q8BL66,ENSMUSG00000036499.10
Q8BL74,ENSMUSG00000106864.4
Q8BL86,ENSMUSG00000051098.7
Q8BL97,ENSMUSG00000024097.12
Q8BLF1,ENSMUSG00000027698.15
Q8BLN5,ENSMUSG00000033105.13
Q8BLX4,ENSMUSG00000049922.9
Q8BLY2,ENSMUSG00000030515.10
Q8BM55,ENSMUSG00000038828.14
Q8BM72,ENSMUSG00000032932.16
Q8BM85,ENSMUSG00000028030.13
Q8BM88,ENSMUSG00000028015.4
Q8BMA6,ENSMUSG00000020780.16
Q8BMB3,ENSMUSG00000026254.18
Q8BMC4,ENSMUSG00000019297.10
Q8BMD5,ENSMUSG00000021982.15
Q8BMD6,ENSMUSG00000036339.19
Q8BMF4,ENSMUSG00000000168.11
Q8BMG8,ENSMUSG00000022299.10
Q8BMI0,ENSMUSG00000042211.8
Q8BMJ2,ENSMUSG00000024493.10
Q8BMJ3,ENSMUSG00000067194.7
Q8BMJ7,ENSMUSG00000055128.16
Q8BMK1,ENSMUSG00000020691.14
Q8BML9,ENSMUSG00000032604.17
Q8BMQ2,ENSMUSG00000035666.15
Q8BMS1,ENSMUSG00000025745.13
Q8BMS4,ENSMUSG00000028247.3
Q8BMZ5,ENSMUSG00000035585.17
Q8BN21,ENSMUSG00000064090.15
Q8BN57,ENSMUSG00000048581.13
Q8BN82,ENSMUSG00000049624.15
Q8BND5,ENSMUSG00000033684.15
Q8BNI4,ENSMUSG00000018442.14
Q8BNU0,ENSMUSG00000002343.12
Q8BNV1,ENSMUSG00000022721.20
Q8BP07,ENSMUSG00000050270.13
Q8BP40,ENSMUSG00000028093.16
Q8BP47,ENSMUSG00000024587.11
Q8BP48,ENSMUSG00000005813.13
Q8BP56,ENSMUSG00000062031.14
Q8BP67,ENSMUSG00000098274.8
Q8BP71,ENSMUSG00000033565.20
Q8BP74,ENSMUSG00000063179.14
Q8BP78,ENSMUSG00000054237.7
Q8BP92,ENSMUSG00000032320.8
Q8BPB0,ENSMUSG00000006262.16
Q8BPE4,ENSMUSG00000036975.6
Q8BPG6,ENSMUSG00000025538.16
Q8BPM0,ENSMUSG00000034574.11
Q8BPM2,ENSMUSG00000034761.17
Q8BPN8,ENSMUSG00000041268.18
Q8BPS4,ENSMUSG00000022131.4
Q8BPT6,ENSMUSG00000056899.11
Q8BQ47,ENSMUSG00000036968.16
Q8BQM4,ENSMUSG00000031657.17
Q8BQU7,ENSMUSG00000054409.6
Q8BQZ5,ENSMUSG00000029625.17
Q8BR70,ENSMUSG00000047694.13
Q8BR90,ENSMUSG00000041935.11
Q8BRF7,ENSMUSG00000020952.11
Q8BRG8,ENSMUSG00000029782.21
Q8BRK8,ENSMUSG00000028518.9
Q8BRV5,ENSMUSG00000051339.11
Q8BS35,ENSMUSG00000050103.19
Q8BS95,ENSMUSG00000028096.14
Q8BSE0,ENSMUSG00000036368.9
Q8BSF4,ENSMUSG00000023452.20
Q8BSK8,ENSMUSG00000020516.16
Q8BSM7,ENSMUSG00000027075.17
Q8BSQ9,ENSMUSG00000042323.18
Q8BSY0,ENSMUSG00000028207.19
Q8BT35,ENSMUSG00000051319.7
Q8BT60,ENSMUSG00000028228.6
Q8BTE5,ENSMUSG00000062691.12
Q8BTI7,ENSMUSG00000014498.10
Q8BTI8,ENSMUSG00000039218.18
Q8BTI9,ENSMUSG00000032462.15
Q8BTJ4,ENSMUSG00000023961.17
Q8BTM8,ENSMUSG00000031328.17
Q8BTS4,ENSMUSG00000034826.15
Q8BTU1,ENSMUSG00000031796.8
Q8BTV2,ENSMUSG00000034820.5
Q8BTW3,ENSMUSG00000109941.2
Q8BTW9,ENSMUSG00000030602.14
Q8BTX9,ENSMUSG00000034189.6
Q8BTY1,ENSMUSG00000039648.15
Q8BTY8,ENSMUSG00000062110.15
Q8BTZ5,ENSMUSG00000048307.9
Q8BTZ7,ENSMUSG00000070284.11
Q8BU03,ENSMUSG00000032834.12
Q8BU04,ENSMUSG00000041712.8
Q8BU11,ENSMUSG00000016831.13
Q8BU14,ENSMUSG00000027706.9
Q8BU30,ENSMUSG00000037851.15
Q8BU31,ENSMUSG00000050029.8
Q8BU33,ENSMUSG00000032763.12
Q8BU88,ENSMUSG00000020514.9
Q8BUB4,ENSMUSG00000014547.11
Q8BUE4,ENSMUSG00000020085.16
Q8BUK6,ENSMUSG00000037234.18
Q8BUR4,ENSMUSG00000058325.7
Q8BUV3,ENSMUSG00000047454.13
Q8BUV8,ENSMUSG00000000194.14
Q8BUY5,ENSMUSG00000002846.10
Q8BV13,ENSMUSG00000026240.13
Q8BVA2,ENSMUSG00000028857.17
Q8BVD5,ENSMUSG00000057440.9
Q8BVE3,ENSMUSG00000033793.13
Q8BVF2,ENSMUSG00000026078.11
Q8BVG4,ENSMUSG00000001229.10
Q8BVI4,ENSMUSG00000015806.13
Q8BVI5,ENSMUSG00000027522.17
Q8BVL3,ENSMUSG00000029146.15
Q8BVQ5,ENSMUSG00000030718.10
Q8BVR6,ENSMUSG00000050079.11
Q8BVU5,ENSMUSG00000029310.14
Q8BVW3,ENSMUSG00000039853.19
Q8BVY0,ENSMUSG00000005846.13
Q8BVZ1,ENSMUSG00000011305.12
Q8BW00,ENSMUSG00000053746.9
Q8BW10,ENSMUSG00000003848.15
Q8BW66,ENSMUSG00000021509.6
Q8BW75,ENSMUSG00000040147.15
Q8BWF0,ENSMUSG00000035936.7
Q8BWG9,ENSMUSG00000049686.16
Q8BWH0,ENSMUSG00000036534.7
Q8BWJ3,ENSMUSG00000031295.14
Q8BWM0,ENSMUSG00000026820.6
Q8BWN8,ENSMUSG00000052392.6
Q8BWP5,ENSMUSG00000073988.14
Q8BWP8,ENSMUSG00000047379.8
Q8BWP8,ENSMUSG00000117789.2
Q8BWQ1,ENSMUSG00000035780.3
Q8BWQ6,ENSMUSG00000030982.20
Q8BWR2,ENSMUSG00000028669.16
Q8BWR4,ENSMUSG00000005501.15
Q8BWS5,ENSMUSG00000045441.6
Q8BWT1,ENSMUSG00000036880.11
Q8BWU8,ENSMUSG00000019232.15
Q8BWW9,ENSMUSG00000004591.17
Q8BWY3,ENSMUSG00000024360.9
Q8BWY7,ENSMUSG00000041654.16
Q8BWZ3,ENSMUSG00000042719.18
Q8BX02,ENSMUSG00000032194.10
Q8BX09,ENSMUSG00000026439.15
Q8BX10,ENSMUSG00000029500.17
Q8BX17,ENSMUSG00000037275.15
Q8BX70,ENSMUSG00000035284.11
Q8BX80,ENSMUSG00000033857.13
Q8BX90,ENSMUSG00000033487.15
Q8BX94,ENSMUSG00000039050.9
Q8BXA1,ENSMUSG00000034109.17
Q8BXA5,ENSMUSG00000021610.9
Q8BXB6,ENSMUSG00000030737.18
Q8BXC6,ENSMUSG00000036513.16
Q8BXJ9,ENSMUSG00000054484.15
Q8BXK9,ENSMUSG00000023959.11
Q8BXL7,ENSMUSG00000038671.16
Q8BXN7,ENSMUSG00000037826.6
Q8BXQ2,ENSMUSG00000017721.16
Q8BXV2,ENSMUSG00000037905.14
Q8BXZ1,ENSMUSG00000024614.8
Q8BY71,ENSMUSG00000027018.12
Q8BY87,ENSMUSG00000059263.10
Q8BYA0,ENSMUSG00000039230.15
Q8BYB9,ENSMUSG00000034064.15
Q8BYC6,ENSMUSG00000061288.14
Q8BYH7,ENSMUSG00000038520.16
Q8BYI8,ENSMUSG00000030207.16
Q8BYK6,ENSMUSG00000047213.15
Q8BYL4,ENSMUSG00000022792.17
Q8BYU6,ENSMUSG00000050565.17
Q8BYY4,ENSMUSG00000038172.15
Q8BYZ7,ENSMUSG00000014791.11
Q8BZ03,ENSMUSG00000041187.17
Q8BZ09,ENSMUSG00000035472.15
Q8BZ20,ENSMUSG00000038507.7
Q8BZ36,ENSMUSG00000028999.16
Q8BZ60,ENSMUSG00000020961.16
Q8BZ98,ENSMUSG00000040265.17
Q8BZA9,ENSMUSG00000038028.10
Q8BZB2,ENSMUSG00000063849.7
Q8BZI6,ENSMUSG00000033416.16
